date,open,high,low,close,volume,dividends,stocksplits
2020-05-26 00:00:00-04:00,178.5297147655929,178.68301201105402,173.5093542401954,173.95965576171875,36073600,0.0,0.0
2020-05-27 00:00:00-04:00,172.64708673549353,174.36206878735874,169.19798605767826,174.18960571289062,39517100,0.0,0.0
2020-05-28 00:00:00-04:00,173.16439702519384,176.4314578184735,172.81948562359167,173.79672241210938,33810200,0.0,0.0
2020-05-29 00:00:00-04:00,175.07100518329366,176.54646542657161,172.84825384301752,175.5692138671875,42130400,0.0,0.0
2020-06-01 00:00:00-04:00,174.8889255750019,175.32965134965127,173.85420607129896,175.16677856445312,22622400,0.0,0.0
2020-06-02 00:00:00-04:00,176.52729735501674,177.2458616590399,173.74885456048523,177.15963745117188,30794600,0.0,0.0
2020-06-03 00:00:00-04:00,177.0733538081934,178.14640479720936,175.88532262805194,177.59071350097656,27311000,0.0,0.0
2020-06-04 00:00:00-04:00,176.5751840844292,178.0506295184226,174.65901282929536,175.25302124023438,28761800,0.0,0.0
2020-06-05 00:00:00-04:00,174.96557372329258,179.86139133594125,174.381140968855,179.35360717773438,39893600,0.0,0.0
2020-06-08 00:00:00-04:00,178.14647622946273,180.6470807555781,176.70934752753965,180.4650421142578,33211600,0.0,0.0
2020-06-09 00:00:00-04:00,180.12010837438186,182.706936794211,179.4111197061566,181.84466552734375,29783900,0.0,0.0
2020-06-10 00:00:00-04:00,183.1189084127419,190.19916052822197,183.00392819778034,188.58956909179688,43872300,0.0,0.0
2020-06-11 00:00:00-04:00,185.0350998520521,187.55485535553444,178.27101700535871,178.46263122558594,52854700,0.0,0.0
2020-06-12 00:00:00-04:00,182.55361479083015,183.6841633450866,177.4182756432563,179.87098693847656,43373600,0.0,0.0
2020-06-15 00:00:00-04:00,176.84346703866484,182.82192729873938,176.29735115150314,181.02072143554688,32770200,0.0,0.0
2020-06-16 00:00:00-04:00,184.80517433437666,187.3824275445846,183.43511862085677,185.45668029785156,42556700,0.0,0.0
2020-06-17 00:00:00-04:00,186.85546836932718,188.09140721140545,185.57163693366644,186.0985870361328,25687800,0.0,0.0
2020-06-18 00:00:00-04:00,185.86854373393248,188.25418133652988,185.86854373393248,188.09130859375,23061600,0.0,0.0
2020-06-19 00:00:00-04:00,190.26621473390784,190.9368717263211,186.22309235492597,186.97039794921875,44441100,0.0,0.0
2020-06-22 00:00:00-04:00,187.58357584297067,192.3452625118136,187.04705023846324,192.16323852539062,32818900,0.0,0.0
2020-06-23 00:00:00-04:00,193.61950037935048,195.4015400419146,192.98716042377694,193.44705200195312,30917400,0.0,0.0
2020-06-24 00:00:00-04:00,193.1500955385837,194.73093119877905,188.3213351095434,189.5476837158203,36740600,0.0,0.0
2020-06-25 00:00:00-04:00,189.50935509783076,192.2015735858974,187.277013654113,191.94288635253906,27803900,0.0,0.0
2020-06-26 00:00:00-04:00,191.35845294251277,191.51175016326752,186.71174606480238,188.10096740722656,54675800,0.0,0.0
2020-06-29 00:00:00-04:00,187.5739714504555,190.2087064831707,185.4374449536728,190.1224822998047,26701600,0.0,0.0
2020-06-30 00:00:00-04:00,189.58598372582725,195.83269132910735,189.45185232622862,194.97999572753906,34310300,0.0,0.0
2020-07-01 00:00:00-04:00,194.6255060074081,197.7009671812325,193.3129334283423,196.1201171875,32061200,0.0,0.0
2020-07-02 00:00:00-04:00,197.05908507961797,199.30101701630502,196.40759373713468,197.61477661132812,29315800,0.0,0.0
2020-07-06 00:00:00-04:00,200.07703677818944,202.28063679323316,199.3680481033168,201.86865234375,31897600,0.0,0.0
2020-07-07 00:00:00-04:00,201.6291326622737,205.6722554862354,199.2722500267943,199.52134704589844,33600700,0.0,0.0
2020-07-08 00:00:00-04:00,201.26506682461263,204.32134787899562,199.94290390142638,203.9093780517578,33600000,0.0,0.0
2020-07-09 00:00:00-04:00,207.2626608673324,207.31056807147002,202.6063642381437,205.3369140625,33121700,0.0,0.0
2020-07-10 00:00:00-04:00,204.666219388173,205.1069451496764,202.23268865590722,204.71412658691406,26177600,0.0,0.0
2020-07-13 00:00:00-04:00,205.49018025005506,206.75486016607707,197.84466181891068,198.39077758789062,38135600,0.0,0.0
2020-07-14 00:00:00-04:00,197.49020560640852,200.09619982171807,193.56204847648868,199.61715698242188,37591800,0.0,0.0
2020-07-15 00:00:00-04:00,200.77640828518986,202.47222382543762,196.4362818534303,199.3201141357422,32179400,0.0,0.0
2020-07-16 00:00:00-04:00,196.79078061823034,197.07820922824786,193.8302995592707,195.37281799316406,29940700,0.0,0.0
2020-07-17 00:00:00-04:00,195.8997563460039,196.44585751522288,192.94885105600204,194.37640380859375,31635300,0.0,0.0
2020-07-20 00:00:00-04:00,196.40755546562454,203.40158353531893,194.50095978623176,202.73092651367188,36884800,0.0,0.0
2020-07-21 00:00:00-04:00,204.70460118533163,204.97286402098612,199.3105738313389,200.00039672851562,37990400,0.0,0.0
2020-07-22 00:00:00-04:00,200.43149741397403,203.40156851523614,199.65545044485876,202.87461853027344,49605700,0.0,0.0
2020-07-23 00:00:00-04:00,198.5057661792105,202.0794215246209,193.6770063646899,194.0506591796875,67457000,0.0,0.0
2020-07-24 00:00:00-04:00,192.01950515561995,194.35723624861387,189.23147268229232,192.8626251220703,39827000,0.0,0.0
2020-07-27 00:00:00-04:00,193.02544688410487,195.42066013811996,192.44101426535633,195.30569458007812,30160900,0.0,0.0
2020-07-28 00:00:00-04:00,195.07581233352278,196.1201221435379,193.28419691457697,193.55245971679688,23251400,0.0,0.0
2020-07-29 00:00:00-04:00,194.01234671295202,196.07222504023824,193.54287947526808,195.5069580078125,19632600,0.0,0.0
2020-07-30 00:00:00-04:00,192.5751954494533,195.89017788318162,191.20514013089678,195.3536376953125,25079600,0.0,0.0
2020-07-31 00:00:00-04:00,195.83272712498132,196.5033988647913,190.6686453676629,196.4171600341797,51044000,0.0,0.0
2020-08-03 00:00:00-04:00,202.65427268373514,208.51775194929,201.61953846877378,207.46385192871094,78983000,0.0,0.0
2020-08-04 00:00:00-04:00,205.19320244984735,205.76805968906118,201.49499124627997,204.35008239746094,49280100,0.0,0.0
2020-08-05 00:00:00-04:00,205.8926564834929,205.9884709223119,202.70224326389837,204.0148162841797,28806400,0.0,0.0
2020-08-06 00:00:00-04:00,203.43991211560916,207.3009962807494,202.68303085218935,207.28184509277344,32656800,0.0,0.0
2020-08-07 00:00:00-04:00,205.84472401430398,206.65908810961207,202.08901510463994,203.5740509033203,27820400,0.0,0.0
2020-08-10 00:00:00-04:00,202.79799838593433,202.99920281541554,197.70099006339882,199.52134704589844,36716500,0.0,0.0
2020-08-11 00:00:00-04:00,198.47700033771494,198.94645288740764,194.62549244411483,194.85543823242188,36446500,0.0,0.0
2020-08-12 00:00:00-04:00,196.68539329251882,201.46624586718303,196.16803348282602,200.42193603515625,28013100,0.0,0.0
2020-08-13 00:00:00-04:00,200.6614881298683,202.49143547853484,199.42554928673022,199.95249938964844,22588900,0.0,0.0
2020-08-14 00:00:00-04:00,200.0099573373396,200.80517019031623,198.81235026103033,200.1440887451172,17958900,0.0,0.0
2020-08-17 00:00:00-04:00,200.8147563394942,202.3381090011182,200.16325050116794,201.46624755859375,20184800,0.0,0.0
2020-08-18 00:00:00-04:00,201.70576542532348,203.45906387306434,200.44110000254938,202.6255340576172,21336200,0.0,0.0
2020-08-19 00:00:00-04:00,203.11532137379675,203.7011668832375,200.96401670782853,201.3961944580078,27627600,0.51,0.0
2020-08-20 00:00:00-04:00,201.24257482025888,206.48637478609217,200.63753168715445,206.0830078125,26981500,0.0,0.0
2020-08-21 00:00:00-04:00,205.3915117571103,207.6868712742593,204.42151129871056,204.58477783203125,36249300,0.0,0.0
2020-08-24 00:00:00-04:00,206.2846433660355,206.98574705184538,204.0180951120791,205.22821044921875,25460100,0.0,0.0
2020-08-25 00:00:00-04:00,204.66158367149941,208.03258795996646,204.66158367149941,207.89813232421875,23043700,0.0,0.0
2020-08-26 00:00:00-04:00,209.25230434048552,213.29558685143772,208.75289140749118,212.39280700683594,39600800,0.0,0.0
2020-08-27 00:00:00-04:00,214.0639039707593,221.99681561216175,210.7120972374295,217.6077880859375,57602200,0.0,0.0
2020-08-28 00:00:00-04:00,219.14441634410528,221.50701058030987,217.60778267297653,219.84552001953125,26292900,0.0,0.0
2020-08-31 00:00:00-04:00,218.0111567167562,219.64383645729026,215.42767414485365,216.599365234375,28774200,0.0,0.0
2020-09-01 00:00:00-04:00,216.58017622854484,218.44335782083934,215.5429406620747,218.27049255371094,25725500,0.0,0.0
2020-09-02 00:00:00-04:00,218.94276449796857,223.63912796259172,218.34732016667317,222.47703552246094,34080800,0.0,0.0
2020-09-03 00:00:00-04:00,220.19127483386666,220.22968444914244,206.4479305385887,208.6952667236328,58400300,0.0,0.0
2020-09-04 00:00:00-04:00,206.58239950539593,209.71330358948268,197.0648156953769,205.76605224609375,59664100,0.0,0.0
