date,open,high,low,close,volume
2021-12-28,58.4,58.94,58.3,58.88,8982271
2021-12-29,58.95,59.095,58.66,58.95,9996046
2021-12-30,59.06,59.23,58.76,58.78,7703896
2021-12-31,58.75,59.35,58.695,59.21,10021250
2022-01-03,58.82,59.31,58.375,59.3,20188380
2022-01-04,59.73,60.535,59.59,60.29,26141580
2022-01-05,60.09,61.195,60.05,60.79,22507260
2022-01-06,60.465,61.115,60.435,60.47,17902350
2022-01-07,60.275,60.72,60.06,60.33,12307900
2022-01-10,60.55,60.82,60.18,60.43,20954350
2022-01-11,60.43,60.49,59.84,60.45,19369590
2022-01-12,60.53,60.685,60.19,60.54,15753810
2022-01-13,60.54,61.04,60.385,60.9,14317990
2022-01-14,60.94,61.45,60.36,61.39,19729630
2022-01-18,61.06,61.19,60.45,60.9,21977600
2022-01-19,60.66,61.18,60.555,61.0,18654750
2022-01-20,61.0,61.44,60.72,60.75,23002350
2022-01-21,61.08,61.3,60.3982,60.45,26643160
2022-01-24,59.9,60.35,58.57,59.96,30207460
2022-01-25,59.36,60.045,58.69,59.82,19027110
2022-01-26,59.79,60.345,59.21,59.6,19190240
2022-01-27,59.88,60.925,59.5,59.65,18898680
2022-01-28,59.39,60.89,58.94,60.84,19101490
2022-01-31,60.3,61.14,60.15,61.01,22045320
2022-02-01,60.91,61.14,60.16,60.56,20841660
2022-02-02,60.62,61.27,60.56,61.18,20225580
2022-02-03,60.94,61.78,60.585,61.61,19440490
2022-02-04,61.49,61.68,60.57,60.96,17403730
2022-02-07,61.38,61.72,60.86,61.6,17846410
2022-02-08,61.83,62.325,61.74,62.0,18771750
2022-02-09,62.17,62.32,60.9,61.04,23595560
2022-02-10,60.36,62.3,60.2,61.38,23561530
2022-02-11,61.77,61.98,60.15,60.29,22781390
2022-02-14,60.16,60.79,59.28,60.68,23641310
2022-02-15,60.955,61.78,60.63,60.91,13409340
2022-02-16,60.86,61.395,60.555,60.9,15484660
2022-02-17,60.55,62.275,60.405,62.12,21468720
2022-02-18,62.12,62.82,61.99,62.54,21975020
2022-02-22,62.43,62.64,61.72,62.28,21731390
2022-02-23,62.24,62.33,61.34,61.59,19248470
2022-02-24,59.97,60.62,59.22,60.51,27207440
2022-02-25,60.94,62.895,60.92,62.85,21487800
2022-02-28,61.65,62.335,61.41,62.24,25879120
2022-03-01,62.14,62.75,61.51,61.97,15871090
2022-03-02,62.23,62.88,61.78,62.43,17319120
2022-03-03,62.61,63.02,62.285,62.47,21262800
2022-03-04,61.46,62.59,61.2,62.57,17164630
2022-03-07,62.01,62.07,60.72,61.08,29151420
2022-03-08,61.45,61.54,58.59,58.66,30242130
2022-03-09,59.82,59.84,58.66,58.96,23022700
2022-03-10,58.48,58.66,57.5,57.88,20887280
2022-03-11,57.96,58.85,57.86,57.92,19855650
2022-03-14,57.97,59.035,57.97,58.54,17799380
2022-03-15,59.08,59.89,58.98,59.62,18607190
2022-03-16,59.78,59.935,58.605,59.46,17347250
2022-03-17,59.46,60.135,59.23,60.09,15586230
2022-03-18,60.3,60.3,59.705,60.1,30197780
2022-03-21,60.5,61.1,60.245,60.58,17440140
2022-03-22,60.93,60.95,60.055,60.8,17559540
2022-03-23,60.75,60.98,59.995,60.4,15529240
2022-03-24,60.64,61.02,60.455,60.98,13151350
2022-03-25,61.12,61.61,61.05,61.53,12260750
2022-03-28,61.53,61.94,61.21,61.92,11485220
2022-03-29,62.21,62.53,61.74,62.16,14720570
2022-03-30,62.01,62.21,61.555,62.21,13641000
2022-03-31,62.22,62.64,62.0,62.0,16822900
2022-04-01,62.33,62.95,62.085,62.87,12644880
2022-04-04,62.6,62.785,61.72,62.54,11506550
2022-04-05,62.4,63.235,62.37,62.47,15721230
2022-04-06,62.77,63.26,62.3,63.1,19267420
2022-04-07,63.13,63.67,62.711,63.44,13960820
2022-04-08,63.48,64.04,63.16,63.83,12703470
2022-04-11,63.905,64.3,63.635,63.81,12720110
2022-04-12,64.38,64.805,63.89,64.56,18089910
2022-04-13,64.44,64.87,64.23,64.73,11882990
2022-04-14,64.96,65.57,64.82,65.02,16388430
2022-04-18,64.77,65.18,64.18,64.44,11679370
2022-04-19,64.5,65.25,64.44,65.07,11993780
2022-04-20,65.44,66.24,65.4,65.96,14827070
2022-04-21,65.98,67.0,65.72,66.21,15120410
2022-04-22,66.08,66.34,65.18,65.25,14902200
2022-04-25,67.0,67.2,64.78,65.94,25082000
2022-04-26,65.52,66.367,65.04,65.05,21982610
2022-04-27,65.0,66.28,65.0,65.56,16971010
2022-04-28,64.66,66.28,64.5,66.19,22020520
2022-04-29,65.87,66.03,64.49,64.61,20137150
2022-05-02,65.28,65.31,62.58,63.44,24970310
2022-05-03,63.72,63.94,62.67,63.08,21686340
2022-05-04,63.0,65.12,62.94,65.03,19780190
2022-05-05,64.69,65.03,64.01,64.51,20155240
2022-05-06,64.2,65.31,64.07,64.74,18984020
2022-05-09,64.47,65.365,64.04,64.61,20055330
2022-05-10,64.5,65.32,63.85,64.01,21322220
2022-05-11,64.33,65.2,63.96,64.31,19648400
2022-05-12,64.16,64.53,63.205,64.51,22574720
2022-05-13,64.81,65.8,64.12,65.72,16166960
2022-05-16,65.44,66.38,65.44,65.96,13223180
2022-05-17,66.1,66.1,65.01,65.78,21300590
2022-05-18,65.42,65.52,60.9639,61.2,31437310
2022-05-19,60.96,60.96,59.66,60.0,31493880
2022-05-20,60.49,61.235,59.66,60.98,29133760
2022-05-23,61.65,63.1,61.59,62.86,19406880
2022-05-24,62.88,64.19,62.75,64.02,16154240
2022-05-25,64.0,64.475,63.6,64.07,15360490
2022-05-26,64.07,65.095,63.96,64.3,16159830
2022-05-27,64.26,64.83,64.14,64.68,17708980
2022-05-31,64.08,64.315,63.05,63.38,43159050
2022-06-01,63.42,63.68,62.13,63.07,15408310
2022-06-02,63.18,63.735,62.11,63.73,14585980
2022-06-03,63.57,63.625,62.81,62.97,13539860
2022-06-06,63.33,63.77,62.66,62.87,15112810
2022-06-07,62.38,63.365,62.22,63.25,17886320
2022-06-08,62.99,63.21,62.555,62.89,10211450
2022-06-09,62.87,63.35,61.78,61.8,13391880
2022-06-10,61.01,61.885,60.4601,61.41,14973490
2022-06-13,60.75,62.291,60.67,61.34,23064190
2022-06-14,60.73,60.89,58.655,59.23,24620020
2022-06-15,60.0,60.635,58.97,59.67,19684700
2022-06-16,58.64,59.52,58.2528,59.07,15053840
2022-06-17,59.7,60.125,59.13,59.43,34781920
2022-06-21,59.49,60.88,59.01,60.7,17705020
2022-06-22,60.6,61.445,60.315,61.15,15209870
2022-06-23,61.3,61.91,61.2263,61.88,17190870
2022-06-24,62.11,63.06,62.11,63.04,18147070
2022-06-27,62.98,63.2867,62.63,62.91,12142110
2022-06-28,63.08,63.76,62.105,62.28,13181560
2022-06-29,62.54,63.11,62.43,62.73,11795510
2022-06-30,62.32,63.1144,62.16,62.91,15514150
2022-07-01,63.12,64.45,62.82,64.38,15143200
2022-07-05,64.18,64.18,62.415,63.28,15925030
2022-07-06,63.6,64.09,63.19,63.41,13450510
2022-07-07,63.26,63.58,62.7,62.91,14828430
2022-07-08,63.03,63.42,62.88,63.14,11311460
2022-07-11,62.99,63.46,62.585,62.94,12704110
2022-07-12,63.0,63.45,62.47,62.67,14731070
2022-07-13,62.33,63.0,61.9811,62.38,13145290
2022-07-14,61.33,62.25,61.3,62.18,14433040
2022-07-15,62.75,62.97,62.07,62.5,21968420
2022-07-18,62.52,62.56,61.51,61.65,10780840
2022-07-19,62.09,62.65,61.925,62.53,10998230
2022-07-20,62.4,62.58,61.145,61.5,11010450
2022-07-21,61.26,61.875,60.79,61.36,11959620
2022-07-22,61.38,61.87,61.32,61.59,11644690
2022-07-25,61.55,62.3,61.31,62.19,14941650
2022-07-26,62.75,63.8,62.53,63.21,20117950
2022-07-27,62.88,63.185,61.785,63.01,12142870
2022-07-28,62.92,64.245,62.89,64.06,10837000
2022-07-29,63.71,64.29,63.63,64.17,13734240
2022-08-01,64.09,65.04,64.03,64.52,12831540
2022-08-02,64.59,64.6,63.43,63.64,15241900
2022-08-03,63.55,64.095,63.31,63.92,11316990
2022-08-04,63.64,63.73,62.92,63.67,11795650
2022-08-05,63.63,63.63,62.67,63.38,10445390
2022-08-08,63.5,63.81,62.75,62.97,9166673
2022-08-09,63.18,63.31,62.85,63.05,7910877
2022-08-10,63.63,63.79,63.1,63.65,8857253
2022-08-11,63.69,63.99,63.08,63.22,8507766
2022-08-12,63.43,63.76,63.09,63.7,9489284
2022-08-15,63.64,64.69,63.57,64.5,9863332
2022-08-16,64.57,65.23,64.33,65.03,9569616
2022-08-17,64.83,65.22,64.76,64.88,8144045
2022-08-18,64.96,65.35,64.71,65.22,6532028
2022-08-19,65.205,65.47,64.96,65.17,8921062
2022-08-22,64.84,64.92,63.99,64.2,9087893
2022-08-23,63.82,64.37,63.68,64.27,8443752
2022-08-24,64.24,64.575,64.05,64.36,6844730
2022-08-25,64.36,64.705,63.9,64.67,7913869
2022-08-26,64.73,64.8,62.98,63.11,10089510
2022-08-29,62.685,63.025,62.41,62.73,9115904
2022-08-30,62.91,62.91,61.9937,62.15,8456837
2022-08-31,62.38,62.53,61.7,61.71,14633570
2022-09-01,61.58,62.04,61.29,62.0,14939680
2022-09-02,62.39,62.77,60.895,61.15,11809820
2022-09-06,61.29,61.965,60.99,61.18,12181820
2022-09-07,61.32,62.49,61.32,62.31,13290710
2022-09-08,62.08,62.3,61.34,62.12,17193460
2022-09-09,62.17,62.88,61.855,62.32,11855890
2022-09-12,62.43,62.81,62.27,62.5,13026940
2022-09-13,62.2,62.22,60.28,60.47,18532830
2022-09-14,60.64,61.08,60.44,60.79,12881590
2022-09-15,60.4,60.4,59.36,59.53,11451930
2022-09-16,59.66,59.795,59.11,59.54,20493540
2022-09-19,59.39,60.1,59.225,59.99,12596250
2022-09-20,59.68,60.03,59.315,59.9,11984610
2022-09-21,60.14,60.7,59.39,59.4,14165340
2022-09-22,59.55,59.73,59.2,59.26,11657600
2022-09-23,58.96,59.1,58.0,58.6,14824050
2022-09-26,58.49,58.57,57.685,57.87,18670050
2022-09-27,58.08,58.37,56.31,56.38,23829350
2022-09-28,56.66,57.25,55.91,56.98,21480150
2022-09-29,57.09,57.29,56.0,56.57,14570700
2022-09-30,56.87,57.13,56.0,56.02,16124620
2022-10-03,56.36,56.85,56.06,56.65,16277620
2022-10-04,56.95,57.81,56.46,56.78,18861430
2022-10-05,56.5,56.65,55.51,56.24,14324850
2022-10-06,56.0,56.1,54.87,55.03,17192840
2022-10-07,54.99,55.09,54.25,54.51,11479800
2022-10-10,54.6,54.96,54.015,54.39,10239120
2022-10-11,54.46,55.22,54.24,54.48,14303920
2022-10-12,55.23,56.0365,55.04,55.14,18377450
2022-10-13,54.48,56.08,54.26,55.87,16220720
2022-10-14,56.29,56.47,54.94,54.98,16001400
2022-10-17,55.63,56.215,55.57,55.69,13721430
2022-10-18,56.31,56.78,56.1009,56.44,11823120
2022-10-19,56.31,56.54,55.73,55.96,10182290
2022-10-20,55.77,55.92,54.96,55.08,16905150
2022-10-21,55.0,56.105,54.985,55.96,15034050
2022-10-24,56.64,57.73,56.57,57.57,17416680
2022-10-25,59.04,59.11,57.75,58.95,28829930
2022-10-26,59.01,59.78,58.86,59.39,15841370
2022-10-27,59.77,59.84,59.375,59.53,16026120
2022-10-28,59.57,60.91,59.47,60.76,12888860
2022-10-31,60.51,60.57,59.67,59.85,14016380
2022-11-01,60.03,60.29,59.37,59.64,10659460
2022-11-02,59.64,60.23,58.77,58.81,14551130
2022-11-03,58.11,58.9972,58.1,58.78,9193970
2022-11-04,59.3,59.585,58.56,59.26,9726126
2022-11-07,59.26,59.77,59.24,59.49,8849704
2022-11-08,59.75,59.79,58.94,59.6,10081650
2022-11-09,59.59,59.64,58.751,58.77,10115160
2022-11-10,60.25,61.04,59.68,60.88,16804850
2022-11-11,61.37,61.45,60.21,61.32,18972080
2022-11-14,61.32,61.715,60.71,60.73,16361030
2022-11-15,61.13,61.45,60.0,60.63,13295840
2022-11-16,60.79,61.03,60.285,60.52,14199490
2022-11-17,60.19,60.74,60.13,60.71,11220300
2022-11-18,60.99,61.37,60.8,61.14,10415640
2022-11-21,61.41,62.21,61.2,62.08,15399350
2022-11-22,62.47,62.5,62.0538,62.35,12319640
2022-11-23,62.49,62.79,62.3008,62.63,8990385
2022-11-25,62.73,62.81,62.38,62.69,5165499
2022-11-28,62.69,63.1,62.56,62.7,12268000
2022-11-29,62.52,62.57,61.98,62.48,10969560
2022-11-30,62.01,63.68,61.75,63.61,30433940
2022-12-01,63.61,64.11,63.43,63.79,12001360
2022-12-02,63.61,64.52,63.4,64.35,13643450
2022-12-05,63.41,63.795,63.26,63.47,9185090
2022-12-06,63.52,63.88,63.225,63.44,10099530
2022-12-07,63.45,63.72,63.25,63.54,12307610
2022-12-08,63.6,63.85,63.345,63.81,9946173
2022-12-09,63.61,63.84,63.09,63.14,13914860
2022-12-12,63.3,64.005,63.01,63.97,11647900
2022-12-13,64.59,64.7,63.8,63.99,17521550
2022-12-14,64.19,64.65,63.57,63.99,12826650
2022-12-15,63.59,63.89,62.49,63.11,12213290
2022-12-16,62.75,63.14,62.325,62.75,33631530
2022-12-19,62.83,63.405,62.47,62.84,10919730
2022-12-20,62.822,63.15,62.75,62.79,10286480
2022-12-21,63.07,64.05,63.07,63.8,10411290
2022-12-22,63.42,63.59,62.645,63.34,9668107
2022-12-23,63.5,63.87,63.2,63.82,6463261
2022-12-27,63.93,64.29,63.71,64.21,7320717
2022-12-28,64.46,64.65,63.485,63.57,7159417
2022-12-29,63.8,64.15,63.7,63.95,7169256
2022-12-30,63.92,63.92,63.17,63.61,7650228
2023-01-03,63.56,63.56,62.175,62.95,12180510
2023-01-04,63.15,63.3294,62.511,62.92,13387920
2023-01-05,62.6,62.8,62.08,62.2,9814674
2023-01-06,62.91,63.67,62.58,63.4,9989986
2023-01-09,63.3,63.72,62.575,62.61,9442623
2023-01-10,62.6,62.73,61.92,62.13,10134610
2023-01-11,62.38,62.56,61.411,62.01,10823000
2023-01-12,62.11,62.18,60.97,61.21,13907330
2023-01-13,60.7,61.46,60.585,61.43,13986360
2023-01-17,61.73,62.38,61.56,61.68,18327780
2023-01-18,61.51,61.59,59.6817,59.81,19679440
2023-01-19,59.725,60.64,59.705,59.72,14894460
2023-01-20,59.72,60.09,59.4,60.08,14237700
2023-01-23,60.28,60.565,60.05,60.23,12613430
2023-01-24,60.08,63.26,59.8,60.55,10103310
2023-01-25,60.2,60.94,59.885,60.93,11265840
2023-01-26,60.81,61.095,60.57,60.81,11884830
2023-01-27,60.84,60.96,60.37,60.49,14087040
2023-01-30,60.54,61.17,60.46,60.64,15632010
2023-01-31,60.98,61.34,60.51,61.32,14344380
2023-02-01,61.14,61.58,60.62,61.33,12535440
2023-02-02,60.8,61.02,59.91,60.28,16947220
2023-02-03,60.35,60.42,59.23,59.83,15404440
2023-02-06,59.79,60.34,59.72,60.17,11330900
2023-02-07,59.67,60.24,59.535,60.07,14922740
2023-02-08,59.92,59.92,59.59,59.72,11012020
2023-02-09,60.15,60.32,59.595,59.62,12515310
2023-02-10,59.72,59.9,58.88,59.62,14420660
2023-02-13,59.9,60.76,59.73,60.6,16191790
2023-02-14,60.21,60.9,59.56,59.59,20505680
2023-02-15,59.9,59.93,59.225,59.59,13172700
2023-02-16,59.23,59.82,58.95,59.22,16538280
2023-02-17,59.5,60.23,59.38,60.12,16814650
2023-02-21,59.99,60.23,59.72,59.8,14278310
2023-02-22,59.85,60.36,59.7539,59.98,12409560
2023-02-23,60.01,60.42,59.81,60.09,12222830
2023-02-24,59.68,59.91,59.385,59.84,9736249
2023-02-27,60.18,60.3,59.74,59.82,8849821
2023-02-28,59.7,59.7,59.14,59.51,16082220
2023-03-01,59.13,59.18,58.37,58.86,13275810
2023-03-02,58.84,59.78,58.8,59.72,11772110
2023-03-03,59.55,59.68,59.205,59.44,13101770
2023-03-06,59.26,60.375,59.215,60.36,16282680
2023-03-07,60.49,60.57,59.75,60.01,13961200
2023-03-08,60.04,60.325,59.725,60.04,10851580
2023-03-09,60.54,60.54,59.275,59.46,13900860
2023-03-10,59.7,60.14,58.99,59.21,13745840
2023-03-13,59.29,60.87,59.25,59.81,21956010
2023-03-14,60.0,60.455,59.35,60.03,19496900
2023-03-15,59.43,60.475,59.24,60.43,21089910
2023-03-16,60.09,60.335,59.7,60.3,15658970
2023-03-17,60.31,60.35,59.635,60.02,27351230
2023-03-20,60.16,60.6,59.97,60.6,12904120
2023-03-21,60.57,60.75,59.88,60.32,13716480
2023-03-22,60.4,60.87,60.03,60.05,10494210
2023-03-23,60.09,60.39,59.72,59.92,15479000
2023-03-24,60.25,61.015,59.91,60.9,12977610
2023-03-27,61.14,61.48,60.95,61.35,12777400
2023-03-28,61.39,61.74,61.27,61.42,10925740
2023-03-29,61.72,61.95,61.59,61.86,9441019
2023-03-30,61.88,62.09,61.66,61.85,9870659
2023-03-31,62.06,62.25,61.87,62.03,14440890
2023-04-03,62.3,62.52,61.86,62.4,12300660
2023-04-04,62.39,62.74,62.075,62.21,11433400
2023-04-05,62.53,63.02,62.5,62.8,12789550
2023-04-06,62.86,63.0399,62.38,62.84,9644204
2023-04-10,62.49,62.69,62.02,62.69,7952575
2023-04-11,62.65,62.71,62.4,62.58,9913049
2023-04-12,62.48,63.03,62.31,62.69,9593704
2023-04-13,62.76,63.16,62.48,63.15,9871424
2023-04-14,63.05,63.15,62.775,63.05,8946011
2023-04-17,63.32,63.53,63.1401,63.46,9452394
2023-04-18,63.51,63.6,63.19,63.56,9035679
2023-04-19,63.73,63.83,63.425,63.68,9769543
2023-04-20,63.63,64.0,63.44,63.96,10706390
2023-04-21,64.0,64.27,63.8,64.05,12931100
2023-04-24,64.75,64.99,63.6237,63.95,15532270
2023-04-25,64.17,64.17,63.63,63.85,12818860
2023-04-26,63.56,63.77,63.39,63.55,13179560
2023-04-27,63.53,63.76,63.1141,63.68,13795820
2023-04-28,63.61,64.16,63.48,64.15,13687620
2023-05-01,64.15,64.69,64.06,64.3,9091540
2023-05-02,64.14,64.14,63.27,64.01,10948420
2023-05-03,64.02,64.18,63.58,63.65,11084590
2023-05-04,63.74,63.93,63.51,63.72,11938310
2023-05-05,63.64,64.205,63.63,64.02,9039023
